"id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
11025,2002,10,29,"FDX","FEDEX EXPRESS","A-310","A","04A",2,4,22,"7",2,"D",1,1,NA,NA,"LFPG","CHARLES DE GAULLE",NA,"FGN","APPROACH",NA,NA,200,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
22190,2000,2,13,"AAL","AMERICAN AIRLINES","MD-80","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE","LANDING ROLL","DAY","SNOW",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
5224,2002,8,14,"SWA","SOUTHWEST AIRLINES","B-737-200","A","148",13,4,34,"10",2,"D",1,1,NA,NA,"KDAL","DALLAS LOVE FIELD ARPT","TX","ASW","APPROACH","DAY","NONE",150,135,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
8026,1995,11,4,"MIL","MILITARY","A-10A","A","345",NA,3,22,NA,2,"D",NA,NA,NA,NA,"KBAF","BARNES MUNICIPAL ARPT","MA","ANE","APPROACH","DAY",NA,270,170,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
16323,1996,10,15,"BUS","BUSINESS","PA-28","A","729",23,1,13,"10",1,"A",7,NA,NA,NA,"KOLV","OLIVE BRANCH ARPT","MS","ASO","TAKEOFF RUN","NIGHT","NONE",0,57,0,"1G51","CATTLE","1","ABORTED TAKEOFF",1
2991,2002,3,9,"BAW","BRITISH AIRWAYS","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"DAY","FOG",NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",1
9196,2008,6,15,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KPBI","PALM BEACH INTL","FL","ASO","TAKEOFF RUN","DAY","NONE",0,120,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
11297,2014,3,29,"BUS","BUSINESS","ROBINSON R44","B","762",2,1,7,"31",1,"A",6,NA,NA,NA,"KFTW","FORT WORTH MEACHAM INTL ARPT","TX","ASW","APPROACH","DAY","NONE",600,60,NA,"K1002","TURKEY VULTURE","1","PRECAUTIONARY LANDING",0
3655,2002,8,13,"MIL","MILITARY","C-130E","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","APPROACH","DAY","NONE",25,115,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
20003,2015,8,21,"AWI","AIR WISCONSIN AIRLINES","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KPHL","PHILADELPHIA INTL","PA","AEA","APPROACH","DAY","NONE",10,120,NA,"YL001","EUROPEAN STARLING","1","NONE",0
5092,1999,11,3,"BUS","BUSINESS","GULFAERO IV","A","421",4,4,37,"46",2,"D",5,5,NA,NA,"KMLI","QUAD CITY ARPT","IL","AGL","LANDING ROLL","DUSK",NA,0,120,0,"ZT1","BLACKBIRD","11-100","NONE",0
22419,2001,2,15,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"R2001","SNOWY OWL","1",NA,0
8962,2005,8,16,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
24850,2010,6,30,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","LANDING ROLL","DAY","RAIN",0,130,0,"J21","DUCK","1","NONE",1
22774,2012,9,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGRR","GERALD R. FORD INTL ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"S5213","COMMON NIGHTHAWK","1",NA,0
20135,1996,4,23,"BUS","BUSINESS","B-767","A","148",98,4,22,NA,2,"D",1,1,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO","APPROACH","NIGHT","NONE",400,136,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
7549,2012,10,30,"AWI","AIR WISCONSIN AIRLINES","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KCHA","LOVELL FIELD ARPT","TN","ASO","APPROACH","NIGHT","NONE",100,139,NA,"O2205","MOURNING DOVE","1","NONE",0
13386,2013,12,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGB","LONG BEACH-DAUGH FLD","CA","AWP",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
27940,2010,7,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSGF","SPRINGFIELD-BRANSON NATIONAL","MO","ACE",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
29676,2000,1,19,"NWA","NORTHWEST AIRLINES","DC-9-30","A","583",21,4,34,"10",2,"D",5,5,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
16424,2012,2,24,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"J2114","WOOD DUCK","1",NA,0
26586,2012,3,1,"BUS","BUSINESS","BE-400 BJET","A","123",32,2,31,"1",2,"D",5,5,NA,NA,"KOPF","OPA-LOCKA EXECUTIVE ARPT","FL","ASO","CLIMB","DAY","NONE",700,NA,NA,"K1002","TURKEY VULTURE","2-10","PRECAUTIONARY LANDING",1
19835,2008,12,4,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KONT","ONTARIO INTL ARPT","CA","AWP","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
21735,1998,11,2,"UNKC","UNKNOWN COMMERCIAL","B-767-200","A","148",29,4,NA,NA,2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","TAKEOFF RUN",NA,"RAIN",0,NA,0,"NE1","GULL","1","ENGINE SHUTDOWN",1
15224,2011,10,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
25172,2007,5,28,"BUS","BUSINESS","ROBINSON R22","B","762",1,1,7,"19",1,"A",6,NA,NA,NA,"KPDK","DEKALB-PEACHTREE ARPT","GA","ASO","CLIMB","DAY","NONE",600,75,NA,"UNKBS","UNKNOWN SMALL BIRD","1","PRECAUTIONARY LANDING",0
3811,2014,10,31,"RPA","REPUBLIC AIRLINES","EMB-170","A","332",NA,4,22,"4",2,"D",1,1,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA","APPROACH","NIGHT",NA,700,NA,NA,"UNKB","UNKNOWN BIRD","1",NA,0
7213,2006,9,29,"DAL","DELTA AIR LINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KCHS","CHARLESTON AFB/INTL ARPT","SC","ASO","DESCENT","NIGHT","NONE",8000,210,20,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
12274,2008,10,14,"BUS","BUSINESS","PA-44 SEMINOLE","A","729",33,2,7,"19",2,"A",4,4,NA,NA,"KTOL","TOLEDO EXPRESS ARPT","OH","AGL","CLIMB","NIGHT","NONE",500,105,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
20175,1999,12,20,"DLH","LUFTHANSA","B-747-400","A","148",34,5,22,"7",4,"D",1,1,"1",1,"KBOS","GENERAL EDWARD LAWRENCE LOGAN INTL ARPT","MA","ANE","LANDING ROLL","DAY","NONE",0,100,0,"O2111","ROCK PIGEON","2-10","NONE",0
6258,1993,12,11,"PVT","PRIVATELY OWNED","BE-58  BARON","A","123",12,2,13,"16",2,"A",4,4,NA,NA,"KBED","LAURENCE G HANSCOM FIELD ARPT","MA","ANE","TAKEOFF RUN","DAY","FOG",0,NA,0,"NE1","GULL","1","NONE",1
10415,1997,10,1,"AAL","AMERICAN AIRLINES","B-767-200","A","148",29,4,22,"7",2,"D",1,1,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA","CLIMB","DAWN","NONE",10,140,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
1604,1999,3,31,"ABX","ABX AIR","DC-9","A","583",90,4,34,"10",2,"D",5,5,NA,NA,"KILN","WILMINGTON AIR PARK","OH","AGL","APPROACH","NIGHT",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
2200,2014,5,19,"SWA","SOUTHWEST AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL","APPROACH","DAY","NONE",50,NA,0,"YI009","CLIFF SWALLOW","1","NONE",0
23888,2011,9,4,"BUS","BUSINESS","AEROS 350","B","31",15,2,43,"1",1,"F",NA,NA,NA,NA,"KLWC","LAWRENCE MUNICIPAL  ARPT (KS)","KS","ACE","DESCENT","NIGHT","NONE",800,109,4,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
6767,2010,10,5,"PVT","PRIVATELY OWNED","C-414","A","226",29,2,13,"16",2,"A",4,4,NA,NA,"KHYA","BARNSTABLE MUNI ARPT-BOARDMAN/POLANDO FLD","MA","ANE","LANDING ROLL","DUSK","FOG, RAIN",0,30,0,"N5111","KILLDEER","1","NONE",0
5284,2013,6,16,"LOF","TRANS STATES AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KABE","LEHIGH VALLEY INTL","PA","AEA","APPROACH","NIGHT","NONE",5,130,0,"N5111","KILLDEER","1","NONE",0
7919,2007,8,13,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KSTL","LAMBERT-ST LOUIS INTL","MO","ACE","APPROACH","DAY","NONE",300,130,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
720,2011,8,17,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KVQQ","CECIL ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","2-10",NA,0
18002,2003,11,4,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,"1",2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","TAKEOFF RUN",NA,NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
25488,1990,5,5,"BUS","BUSINESS","C-207 SKYWAG","A","226",18,1,13,"16",1,"A",7,NA,NA,NA,"PAWG","WRANGELL ARPT","AK","AAL","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","2-10",NA,0
22176,2013,10,4,"ANA","ALL NIPPON AIRWAYS","B-767-300","A","148",97,4,22,"7",2,"D",1,1,NA,NA,"PHNL","HONOLULU INTL ARPT","HI","AWP","LANDING ROLL","DAY","NONE",0,NA,0,"N5122","PACIFIC GOLDEN-PLOVER","1","NONE",0
5686,2010,5,18,"SKW","SKYWEST AIRLINES","CRJ700","A","188",16,4,22,"4",2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",NA,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
20288,2000,11,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSLE","MCNARY FLD ARPT","OR","ANM",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","1",NA,0
4749,2011,10,31,"AWE","US AIRWAYS","A-319","A","04A",6,4,10,"1",2,"D",1,1,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","APPROACH","DAY","NONE",50,120,0,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
23647,2003,8,19,"BUS","BUSINESS","BE-300 KING","A","123",30,1,31,"4",2,"C",NA,NA,NA,NA,"KBHM","BIRMINGHAM-SHUTTLESWORTH INTL","AL","ASO","TAKEOFF RUN","DAWN","NONE",0,100,0,"O2205","MOURNING DOVE","2-10","ABORTED TAKEOFF",1
7033,2012,4,10,"EGF","AMERICAN EAGLE AIRLINES","EMB-135","A","332",13,3,1,"10",2,"D",5,5,NA,NA,"KCHA","LOVELL FIELD ARPT","TN","ASO","TAKEOFF RUN","DAY","NONE",0,80,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
11176,2002,5,20,"FFT","FRONTIER AIRLINES","B-737-200","A","148",13,4,34,"10",2,"D",1,1,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL","APPROACH","NIGHT","NONE",1000,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
1207,2007,9,15,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSBA","SANTA BARBARA MUNICIPAL","CA","AWP",NA,NA,NA,NA,NA,0,"NE120","WESTERN GULL","1",NA,0
13514,2007,9,4,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KMIA","MIAMI INTL","FL","ASO","LANDING ROLL","DAY","RAIN",0,NA,0,"NE1","GULL","1","NONE",0
15698,2012,9,17,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
19156,2010,9,20,"MES","MESABA AIRLINES","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL","TAKEOFF RUN","DUSK","NONE",0,NA,0,"K3302","RED-TAILED HAWK","1","NONE",0
3855,2009,12,17,"CHQ","CHAUTAUQUA AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","APPROACH","DAY","NONE",100,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","11-100","OTHER",0
6204,1991,7,4,"BUS","BUSINESS","BA-31 JETSTR","A","168",3,2,19,"4",2,"C",4,4,NA,NA,"KSPS","SHEPPARD AFB/WICHITA FALLS MUNI ARPT","TX","ASW","APPROACH","NIGHT",NA,3000,200,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
24715,1994,5,13,"ABX","ABX AIR","DC-9-40","A","583",22,4,34,"10",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT","NONE",2600,170,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
27232,2005,7,17,"MIL","MILITARY","C-17A","A","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMWH","GRANT COUNTY ARPT","WA","ANM","CLIMB","DAY",NA,2500,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
26243,2012,7,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
24393,1995,2,4,"UPS","UPS AIRLINES","B-757-200","A","148",26,4,NA,NA,2,"D",1,1,NA,NA,"KBFI","BOEING FIELD/KING COUNTY INTL ARPT","WA","ANM","LANDING ROLL","NIGHT",NA,0,NA,0,"J2204","CANADA GOOSE","2-10","NONE",0
19169,1999,12,15,"MIL","MILITARY","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMOB","MOBILE REGIONAL","AL","ASO",NA,"NIGHT","NONE",50,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
14149,2002,7,24,"1AAH","ALOHA AIRLINES","B-737","A","148",95,4,NA,NA,2,"D",1,1,NA,NA,"PJON","JOHNSTON ATOLL ARPT","PI","AWP","LANDING ROLL","DAY","NONE",0,NA,0,"NE218","BLACK NODDY","2-10",NA,0
3966,2010,9,27,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMTJ","MONTROSE REGIONAL ARPT","CO","ANM",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
2783,1992,10,22,"USA","1US AIRWAYS","DC-9-30","A","583",21,4,34,"10",2,"D",5,5,NA,NA,"KPIT","PITTSBURGH INTL ARPT","PA","AEA","CLIMB","NIGHT","NONE",8200,250,25,"UNKBL","UNKNOWN LARGE BIRD","1","PRECAUTIONARY LANDING",1
22566,2005,11,14,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
13510,2004,8,31,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHTO","HILO INTL ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"ZY101","SCALY-BREASTED MUNIA","2-10",NA,0
7140,2007,4,4,"ASH","MESA AIRLINES","DHC8 DASH 8","A","303",10,3,31,"10",2,"C",4,4,NA,NA,"KRAP","RAPID CITY REGIONAL","SD","AGL","APPROACH",NA,NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","OTHER",0
8438,2013,7,29,"MIL","MILITARY","C-135","A","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBLV","SCOTT AFB/MIDAMERICA ARPT","IL","AGL","TAKEOFF RUN",NA,NA,0,NA,NA,"UNKB","UNKNOWN BIRD",NA,NA,0
4294,2014,10,23,"BUS","BUSINESS","LEARJET-45","A","395",11,3,19,"1",2,"D",5,5,NA,NA,"KSGJ","ST AUGUSTINE","FL","ASO","APPROACH","DAY","NONE",10,90,0,"I1301","CATTLE EGRET","1","NONE",0
3298,2013,5,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"ZX307","FIELD SPARROW","1",NA,0
13571,2014,11,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMKE","GENERAL MITCHELL INTL","WI","AGL",NA,NA,NA,NA,NA,0,"NE101","HERRING GULL","1",NA,0
15581,2005,11,25,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","OTHER",1
29811,1990,6,11,"BUS","BUSINESS","C-402","A","226",33,2,13,"16",2,"A",4,4,NA,NA,"KSEZ","SEDONA ARPT","AZ","AWP","LANDING ROLL","DAY",NA,0,NA,0,"1G12","MULE DEER","1",NA,1
9456,2011,9,30,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOG","KAHULUI ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"N5122","PACIFIC GOLDEN-PLOVER","1",NA,0
8018,2011,11,1,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","APPROACH","NIGHT","NONE",NA,NA,NA,"Z6014","HERMIT THRUSH","1","NONE",0
12697,1999,9,17,"ALO","ALLEGHENY AIRLINES","DHC8 DASH 8","A","303",10,3,31,"10",2,"C",4,4,NA,NA,"KPHL","PHILADELPHIA INTL","PA","AEA","CLIMB","NIGHT","NONE",300,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
18439,2009,6,29,"UAL","UNITED AIRLINES","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","TAKEOFF RUN",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
4733,2001,12,6,"FLG*","PINNACLE","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","DAY","NONE",200,141,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
6410,2005,8,1,"AMW","AIR MIDWEST","BE-1900","A","123",27,3,31,"4",2,"C",4,4,NA,NA,"KMGW","MORGANTOWN MUNICIPAL ARPT-WALTER L. BILL HART FIELD","WV","AEA","CLIMB","DAY","NONE",400,140,NA,"K33","HAWK","1","NONE",0
5471,2000,5,11,"AAL","AMERICAN AIRLINES","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",500,130,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
12319,2007,4,28,"BUS","BUSINESS","PA-44 SEMINOLE","A","729",33,2,7,"19",2,"A",4,4,NA,NA,"KDAB","DAYTONA BEACH INTL","FL","ASO","CLIMB","DAY","NONE",400,110,NA,"NE114","LAUGHING GULL","1","PRECAUTIONARY LANDING",1
2289,2013,8,30,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO",NA,NA,NA,NA,NA,0,"1C2104","LITTLE BROWN BAT","1",NA,0
499,1999,4,22,"UAL","UNITED AIRLINES","DC-10-10","A","583",24,4,22,"7",3,"D",1,6,"1",NA,"KSEA","SEATTLE-TACOMA INTL","WA","ANM",NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
8689,2000,7,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KALB","ALBANY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","1",NA,0
774,1998,12,9,"PVT","PRIVATELY OWNED","HOMEBUILT",NA,"998",1,1,19,"30",NA,NA,NA,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","DAY","NONE",1000,120,NA,"K3302","RED-TAILED HAWK","1","PRECAUTIONARY LANDING",1
19813,2001,4,4,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
28211,2010,7,23,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA","APPROACH","DAY","NONE",1000,142,5,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
27952,2012,1,19,"PVT","PRIVATELY OWNED","BE-400 BJET","A","123",32,2,31,"1",2,"D",5,5,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","LANDING ROLL","DUSK","NONE",0,NA,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
5955,2015,8,4,"FDX","FEDEX EXPRESS","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL","APPROACH","NIGHT","NONE",1700,150,7,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
26676,2011,8,2,"MIL","MILITARY","C-130","A","561",NA,4,NA,NA,4,"C",4,4,"4",4,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","CLIMB",NA,NA,300,NA,NA,"UNKB","UNKNOWN BIRD",NA,NA,0
19154,2015,5,27,"ENY","ENVOY AIR","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KTOL","TOLEDO EXPRESS ARPT","OH","AGL","LANDING ROLL","DAY","NONE",0,NA,0,"ZX3","SPARROW","1","NONE",0
1446,2006,9,11,"BUS","BUSINESS","CIRRUS SR 20/22","A","275",1,1,13,"20",1,"A",7,NA,NA,NA,"KTMB","KENDALL-TAMIAMI EXECUTIVE ARPT","FL","ASO","APPROACH","DAY","NONE",50,80,0,"YI001","PURPLE MARTIN","1","NONE",0
20688,2009,11,7,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","CLIMB","DAY","NONE",50,NA,0,"1C2","MICROBAT","1","NONE",0
5845,1990,6,14,"USA","1US AIRWAYS","DC-9-30","A","583",21,4,34,"10",2,"D",5,5,NA,NA,"KCVG","CINCINNATI/NORTHERN KENTUCKY INTL ARPT","KY","ASO","LANDING ROLL","DAY","NONE",0,120,0,"Z6007","AMERICAN ROBIN","1","NONE",0
27780,2012,11,26,"AWE","US AIRWAYS","A-321","A","04A",7,4,10,"1",2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","CLIMB","DAY",NA,500,150,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
12058,1994,3,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHLI","LIHUE ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
27175,2006,6,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBED","LAURENCE G HANSCOM FIELD ARPT","MA","ANE",NA,NA,NA,NA,NA,0,"K1002","TURKEY VULTURE","1",NA,0
6939,2014,10,7,"TCF","SHUTTLE AMERICA","EMB-170","A","332",NA,4,22,"4",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
18038,2011,11,10,"FLG*","PINNACLE","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","CLIMB","NIGHT","NONE",3000,220,NA,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
